"Year","Plot","SpeciesID","TotalAbundance","Onset","Peak","End","Duration"
"1996","Art1","Acari",231,185.28107374801,199.947413907949,217.91932037151,32.6382466235001
"1996","Art1","ANMU",1355,183.285223776407,196.8869389918,216.850676659295,33.5654528828879
"1996","Art1","CHCE",6477,170.705386292239,182.751764964505,196.072128295875,25.3667420036357
"1996","Art1","Collembola",65,178.559882666859,195.926238866978,216.372966444356,37.8130837774975
"1996","Art1","Culicidae",98,188.718344073072,202.164857172768,213.674238424789,24.9558943517178
"1996","Art1","Empididae",77,184.113677931147,193.246842749762,205.371831470583,21.2581535394359
"1996","Art1","MYSC",64,188.19621263755,209.42259437146,227.986381589414,39.790168951864
"1996","Art2","Acari",1545,170.940334853131,196.611071087262,231.123475287375,60.1831404342443
"1996","Art2","ANMU",1881.12,175.115733890885,188.650910383045,205.428261497004,30.3125276061196
"1996","Art2","CHCE",775,178.133358736971,191.32002762744,206.969856189028,28.8364974520573
"1996","Art2","Collembola",436,161.789535585918,180.34799505963,203.759308287828,41.9697727019094
"1996","Art2","Ichneumonidae",92,185.66379899295,199.467729596394,220.132389564113,34.4685905711622
"1996","Art2","Linyphiidae",476,165.418854820154,185.116215275509,224.302173287717,58.8833184675624
"1996","Art2","Lycosidae",265,192.150727241921,205.013108025102,221.968250282145,29.8175230402242
"1996","Art2","MYSC",160,181.645607104296,198.81248193169,216.338837636591,34.6932305322943
"1996","Art3","Acari",641,185.048505557879,204.556390588093,230.922118307473,45.8736127495931
"1996","Art3","ANMU",247,188.262564400887,205.111417633365,227.414183535194,39.1516191343069
"1996","Art3","CHCE",147,189.116279609267,196.592519469559,206.526435957349,17.4101563480828
"1996","Art3","Coccoidea",86,194.343283675306,207.913243646122,225.941340710152,31.5980570348465
"1996","Art3","Collembola",679,184.060820178446,196.558523202235,218.343710502423,34.282890323977
"1996","Art3","Ichneumonidae",137,207.373158948029,224.719046459049,235.39664787717,28.0234889291411
"1996","Art3","Linyphiidae",58,177.952839894687,198.867240989328,232.877103897012,54.9242640023253
"1996","Art3","Lycosidae",406,183.007753695813,203.985306180793,230.603811196783,47.5960575009701
"1996","Art3","Nymphalidae",81,202.626973885298,216.629761107495,229.573342110131,26.946368224833
"1996","Art4","Acari",620,183.575097998956,202.026780284275,230.914421872602,47.3393238736462
"1996","Art4","ANMU",453,187.50573977956,205.894645562441,227.988765596866,40.483025817306
"1996","Art4","CHCE",199,187.946686118901,199.902223101742,217.925097161469,29.9784110425682
"1996","Art4","Collembola",341,183.604813821939,201.306741346341,228.193226815566,44.5884129936275
"1996","Art4","Ichneumonidae",109,211.577937479114,226.480323450553,235.761968154823,24.1840306757095
"1996","Art4","Linyphiidae",81,177.731210754341,200.320670149186,233.641914524736,55.9107037703952
"1996","Art4","Lycosidae",543,183.173912160009,202.073452267045,229.711269788879,46.5373576288701
"1996","Art4","Nymphalidae",105,199.888854267575,211.742477477069,223.269420181336,23.380565913761
"1996","Art5","Acari",909,189.425775899189,212.997614406469,231.162021751912,41.736245852723
"1996","Art5","ANMU",494,176.539689612513,196.046817448633,223.382465669613,46.8427760570994
